,name,gender,Name Rank,age,agreeableness_score,conscientiousness_score,surgency_score,emotional_stability_score,intellect_score,Condition_feels normal,Condition_has a fever and a cough,Condition_has a light cough,Daily New Cases Day 4,Time Step,Response
0,Jorge,1,0.9839999999999999,21,1,0,0,0,1,True,False,False,0.0,0,0
1,Ana,0,0.9929999999999999,37,0,1,0,0,0,True,False,False,0.0,0,0
2,William,1,0.9719999999999999,20,1,1,0,0,1,True,False,False,0.0,0,0
3,Matthew,1,0.9599999999999999,36,1,1,0,0,0,True,False,False,0.0,0,0
4,Anthony,1,0.9829999999999999,23,0,0,1,0,0,True,False,False,0.0,0,0
5,Sandra,0,0.9859999999999999,25,1,0,0,0,1,True,False,False,0.0,0,0
6,Paul,1,0.9749999999999999,35,1,0,1,0,1,True,False,False,0.0,0,0
7,Angela,0,0.9749999999999999,23,1,0,1,0,0,True,False,False,0.0,0,0
8,Daniel,1,0.9909999999999999,54,0,0,1,0,1,True,False,False,0.0,0,0
9,Veronica,0,0.9589999999999999,60,1,0,1,0,0,True,False,False,0.0,0,0
10,Robert,1,0.9879999999999999,50,0,1,1,1,0,True,False,False,0.0,0,1
11,Teresa,0,0.9549999999999998,38,0,0,1,1,1,True,False,False,0.0,0,0
12,Ryan,1,0.9769999999999999,61,1,0,1,1,0,True,False,False,0.0,0,0
13,Javier,1,0.9519999999999998,63,1,0,1,0,1,True,False,False,0.0,0,0
14,Pedro,1,0.9509999999999998,43,1,1,1,1,0,True,False,False,0.0,0,0
15,Heather,0,0.9569999999999999,62,0,1,0,0,0,True,False,False,0.0,0,0
16,Kelly,0,0.9709999999999999,44,1,0,1,0,1,True,False,False,0.0,0,0
17,Juan,1,0.9959999999999999,46,1,0,0,0,0,True,False,False,0.0,0,0
18,Brenda,0,0.9689999999999999,54,0,1,0,0,0,True,False,False,0.0,0,0
19,Ashley,0,0.9899999999999999,50,1,0,1,0,0,True,False,False,0.0,0,0
20,Laura,0,0.9909999999999999,57,1,0,1,0,1,True,False,False,0.0,0,0
21,Jennifer,0,0.9979999999999999,64,0,1,1,0,1,True,False,False,0.0,0,0
22,Miguel,1,0.9799999999999999,20,0,0,1,0,1,True,False,False,0.0,0,0
23,Gloria,0,0.9599999999999999,22,1,1,0,1,0,True,False,False,0.0,0,0
24,Sharon,0,0.9519999999999998,52,1,1,1,1,0,True,False,False,0.0,0,0
25,Jonathan,1,0.9699999999999999,21,1,0,1,0,0,True,False,False,0.0,0,0
26,Claudia,0,0.9619999999999999,29,1,1,0,0,1,True,False,False,0.0,0,0
27,Linda,0,0.9889999999999999,51,0,1,0,0,0,True,False,False,0.0,0,0
28,Mike,1,0.9889999999999999,47,1,1,0,0,1,True,False,False,0.0,0,0
29,Karen,0,0.9879999999999999,52,1,1,0,0,1,True,False,False,0.0,0,0
30,Jose,1,0.9999999999999999,60,0,1,1,0,0,True,False,False,0.0,0,0
31,Scott,1,0.9579999999999999,48,1,1,1,0,0,True,False,False,0.0,0,0
32,Manuel,1,0.9669999999999999,23,1,1,1,0,1,True,False,False,0.0,0,0
33,Christina,0,0.9509999999999998,30,0,0,1,1,0,True,False,False,0.0,0,0
34,Lauren,0,0.9609999999999999,34,1,1,0,1,0,True,False,False,0.0,0,0
35,Jesus,1,0.9759999999999999,52,1,0,0,1,1,True,False,False,0.0,0,0
36,Antonio,1,0.9659999999999999,54,1,0,0,1,1,True,False,False,0.0,0,0
37,Carlos,1,0.9949999999999999,54,1,1,0,1,1,True,False,False,0.0,0,0
38,Rachel,0,0.9729999999999999,46,1,1,1,0,1,True,False,False,0.0,0,0
39,Julie,0,0.9669999999999999,57,0,1,1,0,0,True,False,False,0.0,0,0
40,Mario,1,0.9589999999999999,34,1,0,1,1,1,True,False,False,0.0,0,0
41,Justin,1,0.9629999999999999,35,1,0,1,0,0,True,False,False,0.0,0,0
42,Chris,1,0.9929999999999999,29,0,1,0,1,0,True,False,False,0.0,0,0
